束ID,9相談,束,質問原文（受講生名・スタッフ名マスク済み）,日時,出典行(questions_all_full.csv)
G1-02,🧭学習① これからの進め方,ゴール設定・目標設定,ゴール設定,2026-05-13 22:23:45,2409
G1-02,🧭学習① これからの進め方,ゴール設定・目標設定,ゴール設定,2026-05-14 21:13:52,2503
G1-02,🧭学習① これからの進め方,ゴール設定・目標設定,お世話になっております ご返信ありがとうございます わかりました。 ただ、すみません。 既に「ゴール設定コース」にリンクを送ってしまったので 重複してしまうかもしれません。 これから「SEO 記事をつくってみよう！」のコースにおります。,2026-05-20 12:16:50,2907
G1-02,🧭学習① これからの進め方,ゴール設定・目標設定,ゴール設定１on,2026-05-24 20:36:12,3455
G1-02,🧭学習① これからの進め方,ゴール設定・目標設定,ゴール設定シートのリンクです。 共有設定済みです。,2026-05-31 00:53:44,4017
G1-02,🧭学習① これからの進め方,ゴール設定・目標設定,ゴール設定コース,2026-05-31 11:27:11,4034
G1-02,🧭学習① これからの進め方,ゴール設定・目標設定,ゴール設定コース,2026-05-31 11:28:33,4035
G1-02,🧭学習① これからの進め方,ゴール設定・目標設定,ゴール設定コースをお願いします,2026-06-05 07:40:41,4401
G1-02,🧭学習① これからの進め方,ゴール設定・目標設定,ゴール設定コース。,2026-06-05 16:03:34,4431
G1-02,🧭学習① これからの進め方,ゴール設定・目標設定,ゴール設定コースの追加お願いします。,2026-06-07 12:30:40,4573
G1-02,🧭学習① これからの進め方,ゴール設定・目標設定,ゴール設定,2026-06-11 23:31:42,5014
G1-02,🧭学習① これからの進め方,ゴール設定・目標設定,すみません ゴール設定シートかきおえたらつぎはどうすればもとのページに戻れますか？,2026-06-13 11:54:16,5127
G1-02,🧭学習① これからの進め方,ゴール設定・目標設定,ゴール設定ワーク,2026-06-15 13:44:35,5266
G1-02,🧭学習① これからの進め方,ゴール設定・目標設定,ゴール設定コースの登録,2026-06-16 17:21:25,5389
G1-02,🧭学習① これからの進め方,ゴール設定・目標設定,お世話になっております 本日15時30分からのゴール設定のお時間を明日18日15時30分からに変更可能でしょうか？,2026-06-17 03:36:50,5448
G1-02,🧭学習① これからの進め方,ゴール設定・目標設定,お世話になっております 本日15時30分からのゴール設定のお時間を明日18日15時30分からに変更可能でしょうか？,2026-06-17 03:36:50,5449
G1-02,🧭学習① これからの進め方,ゴール設定・目標設定,スキルプラスのゴール設定がまだ終わっていないのに、セルフチェックを押してしまい終わりになってしまいました。まだ設問19からなんですが,2026-06-17 20:03:27,5494
G1-02,🧭学習① これからの進め方,ゴール設定・目標設定,お世話になっております！ ネットワーク環境は問題無いのですが、ゴール設定のAIサポートが機能しません。 こちら、どうしたらよろしいでしょうか？,2026-06-18 19:27:22,5568
G1-02,🧭学習① これからの進め方,ゴール設定・目標設定,ちなみに7.1.1の目標設定と設計図の違いは何なんですか？,2026-06-20 18:53:42,5720
G1-03,🧭学習① これからの進め方,進め方・ペース・カリキュラム,お世話になります。 新生活がやっと落ち着いてきたかな、と肌で感じれるようになりました。 5月GW明けから本格的に再開したいと思っています! つきましては、進め方の確認をさせていただければと思います。 お返事いただければ幸いです。 よろしくお願いいたします。,2026-05-01 12:39:07,318
G1-03,🧭学習① これからの進め方,進め方・ペース・カリキュラム,お世話になっております スキルプラスの進め方がわからなくなってしまいました。 今後の進め方について、改めて教えて頂けると幸いです,2026-05-06 19:37:07,1164
G1-03,🧭学習① これからの進め方,進め方・ペース・カリキュラム,御対応ありがとうございます。 ずいぶんと内容も新しくなっているようですね… 捨て金にはしたくないので…自分が学びたいと思うものから自分のペースで学ばせていただきます。,2026-05-09 15:02:40,1559
G1-03,🧭学習① これからの進め方,進め方・ペース・カリキュラム,こちらでこんな内容が来ましたが「AIの利用コストは所属元の組織（名前を設定してくださいのワークスペース）に課金されます」がよくわからなかったので教えて欲しいです。,2026-05-10 11:40:19,1615
G1-03,🧭学習① これからの進め方,進め方・ペース・カリキュラム,コミュニティ参加させて頂きました。 少し進め方がわからないので もう少し詳しく教えて欲しいです。,2026-05-10 18:54:07,1663
G1-03,🧭学習① これからの進め方,進め方・ペース・カリキュラム,◯◯さまお世話になっております。自分のワークスペースに入っていなかったことが原因でしたので解決できました。ご連絡いただきましてありがとうございます。,2026-05-11 21:08:49,1877
